Code,Station_ID,JMD_code,Station_Name,Altitude_m,Latitude,Longitude,Time,SPI
,CD0034,19,Qatraneh,730,31.15,36.07,5/31/06,0
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,5/31/06,0
,AL0017,23,Sawileh,1050,32,35.54,5/31/06,0
,CC0001,24,Madaba,758,31.43,35.48,5/31/06,0
,AD0012,25,Ramtha,590,32.3,35.59,5/31/06,0
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,5/31/06,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,5/31/06,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,5/31/06,0
,AL0004,30,Jarash,585,32.279346,35.892955,5/31/06,0
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,6/30/06,0
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,6/30/06,0
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,6/30/06,0
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,6/30/06,0
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,6/30/06,0
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,6/30/06,0
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,6/30/06,0
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,6/30/06,0
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,6/30/06,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,6/30/06,0
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,6/30/06,0
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,6/30/06,0
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,6/30/06,0
SYNP0029,,14,Queen AIA,722,31.43,35.59,6/30/06,0
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,6/30/06,0
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,6/30/06,0
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,6/30/06,0
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,6/30/06,0
,CD0034,19,Qatraneh,730,31.15,36.07,6/30/06,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,6/30/06,0
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,6/30/06,0
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,6/30/06,0
,AL0017,23,Sawileh,1050,32,35.54,6/30/06,0
,CC0001,24,Madaba,758,31.43,35.48,6/30/06,0
,AD0012,25,Ramtha,590,32.3,35.59,6/30/06,0
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,6/30/06,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,6/30/06,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,6/30/06,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,6/30/06,0
,AL0004,30,Jarash,585,32.279346,35.892955,6/30/06,0
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,7/31/06,0
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,7/31/06,0
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,7/31/06,0
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,7/31/06,0
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,7/31/06,0
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,7/31/06,0
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,7/31/06,0
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,7/31/06,0
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,7/31/06,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,7/31/06,0
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,7/31/06,0
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,7/31/06,0
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,7/31/06,0
SYNP0029,,14,Queen AIA,722,31.43,35.59,7/31/06,0
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,7/31/06,0
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,7/31/06,0
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,7/31/06,0
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,7/31/06,0
,CD0034,19,Qatraneh,730,31.15,36.07,7/31/06,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,7/31/06,0
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,7/31/06,0
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,7/31/06,0
,AL0017,23,Sawileh,1050,32,35.54,7/31/06,0
,CC0001,24,Madaba,758,31.43,35.48,7/31/06,0
,AD0012,25,Ramtha,590,32.3,35.59,7/31/06,0
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,7/31/06,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,7/31/06,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,7/31/06,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,7/31/06,0
,AL0004,30,Jarash,585,32.279346,35.892955,7/31/06,0
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,8/31/06,5.8
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,8/31/06,0
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,8/31/06,0
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,8/31/06,0
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,8/31/06,0
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,8/31/06,0
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,8/31/06,0
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,8/31/06,0
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,8/31/06,0
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,8/31/06,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,8/31/06,0
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,8/31/06,0
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,8/31/06,0
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,8/31/06,0
SYNP0029,,14,Queen AIA,722,31.43,35.59,8/31/06,0
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,8/31/06,0
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,8/31/06,0
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,8/31/06,0
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,8/31/06,0
,CD0034,19,Qatraneh,730,31.15,36.07,8/31/06,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,8/31/06,0
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,8/31/06,0
,AL0017,23,Sawileh,1050,32,35.54,8/31/06,0
,CC0001,24,Madaba,758,31.43,35.48,8/31/06,0
,AD0012,25,Ramtha,590,32.3,35.59,8/31/06,0
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,8/31/06,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,8/31/06,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,8/31/06,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,8/31/06,0
,AL0004,30,Jarash,585,32.279346,35.892955,8/31/06,0
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,9/30/06,0
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,9/30/06,0
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,9/30/06,0
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,9/30/06,0
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,9/30/06,0
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,9/30/06,0
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,9/30/06,0
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,9/30/06,0
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,9/30/06,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,9/30/06,0
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,9/30/06,0
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,9/30/06,0
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,9/30/06,0
SYNP0029,,14,Queen AIA,722,31.43,35.59,9/30/06,0
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,9/30/06,0
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,9/30/06,0
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,9/30/06,0
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,9/30/06,0
,CD0034,19,Qatraneh,730,31.15,36.07,9/30/06,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,9/30/06,0
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,9/30/06,0
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,9/30/06,0
,AL0017,23,Sawileh,1050,32,35.54,9/30/06,0
,CC0001,24,Madaba,758,31.43,35.48,9/30/06,0
,AD0012,25,Ramtha,590,32.3,35.59,9/30/06,0
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,9/30/06,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,9/30/06,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,9/30/06,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,9/30/06,0
,AL0004,30,Jarash,585,32.279346,35.892955,9/30/06,0
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,10/31/06,76.2
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,10/31/06,68
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,10/31/06,66.6
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,10/31/06,47.7
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,10/31/06,46.6
,AL0004,30,Jarash,585,32.279346,35.892955,10/31/06,41
,AD0012,25,Ramtha,590,32.3,35.59,10/31/06,36.5
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,10/31/06,33.7
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,10/31/06,21.7
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,10/31/06,20.2
,AL0017,23,Sawileh,1050,32,35.54,10/31/06,16
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,10/31/06,13.8
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,10/31/06,13.3
,CC0001,24,Madaba,758,31.43,35.48,10/31/06,10.7
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,10/31/06,8.4
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,10/31/06,7.1
SYNP0029,,14,Queen AIA,722,31.43,35.59,10/31/06,6.2
,CD0034,19,Qatraneh,730,31.15,36.07,10/31/06,5.6
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,10/31/06,5.4
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,10/31/06,5.3
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,10/31/06,2.4
,F 0003,28,Azraq South ,511,31.82568,36.818333,10/31/06,2.4
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,10/31/06,1.7
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,10/31/06,0.6
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,10/31/06,0
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,10/31/06,0
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,10/31/06,0
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,10/31/06,0
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,10/31/06,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,10/31/06,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,11/30/06,34.5
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,11/30/06,26.9
,AM0007,27,South Shuna,-211,31.904103,35.625541,11/30/06,26
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,11/30/06,23.3
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,11/30/06,20.8
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,11/30/06,20.1
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,11/30/06,17.8
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,11/30/06,14.4
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,11/30/06,14.1
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,11/30/06,12.2
,AL0017,23,Sawileh,1050,32,35.54,11/30/06,12
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,11/30/06,10.4
,AD0012,25,Ramtha,590,32.3,35.59,11/30/06,9
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,11/30/06,8
,AL0004,30,Jarash,585,32.279346,35.892955,11/30/06,7.5
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,11/30/06,6.8
SYNP0029,,14,Queen AIA,722,31.43,35.59,11/30/06,1.6
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,11/30/06,1.5
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,11/30/06,1.1
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,11/30/06,0.7
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,11/30/06,0.6
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,11/30/06,0.1
,CC0001,24,Madaba,758,31.43,35.48,11/30/06,0.1
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,11/30/06,0
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,11/30/06,0
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,11/30/06,0
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,11/30/06,0
,CD0034,19,Qatraneh,730,31.15,36.07,11/30/06,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,11/30/06,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,11/30/06,0
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,12/31/06,91.9
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,12/31/06,90
,CC0001,24,Madaba,758,31.43,35.48,12/31/06,86
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,12/31/06,72
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,12/31/06,68.5
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,12/31/06,64.5
,AL0004,30,Jarash,585,32.279346,35.892955,12/31/06,54
,AL0017,23,Sawileh,1050,32,35.54,12/31/06,49
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,12/31/06,47.5
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,12/31/06,43.7
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,12/31/06,41.4
SYNP0029,,14,Queen AIA,722,31.43,35.59,12/31/06,35.6
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,12/31/06,32.8
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,12/31/06,32.5
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,12/31/06,32
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,12/31/06,27
,CD0034,19,Qatraneh,730,31.15,36.07,12/31/06,22.4
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,12/31/06,20.6
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,12/31/06,18.6
,AM0007,27,South Shuna,-211,31.904103,35.625541,12/31/06,18.5
,AD0012,25,Ramtha,590,32.3,35.59,12/31/06,17.8
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,12/31/06,12.4
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,12/31/06,12.3
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,12/31/06,9
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,12/31/06,7.1
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,12/31/06,6.5
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,12/31/06,6
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,12/31/06,6
,F 0003,28,Azraq South ,511,31.82568,36.818333,12/31/06,6
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,12/31/06,0.3
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1/31/07,146.7
,CC0001,24,Madaba,758,31.43,35.48,1/31/07,125.4
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1/31/07,112.9
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1/31/07,106.8
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1/31/07,104.3
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1/31/07,76.7
,AL0004,30,Jarash,585,32.279346,35.892955,1/31/07,71.7
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1/31/07,70.8
,AL0017,23,Sawileh,1050,32,35.54,1/31/07,67.9
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1/31/07,67
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1/31/07,61.9
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1/31/07,61.7
SYNP0029,,14,Queen AIA,722,31.43,35.59,1/31/07,57.4
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1/31/07,44
,AM0007,27,South Shuna,-211,31.904103,35.625541,1/31/07,40.9
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1/31/07,40.6
,AD0012,25,Ramtha,590,32.3,35.59,1/31/07,38.1
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,1/31/07,35.2
,CD0034,19,Qatraneh,730,31.15,36.07,1/31/07,29.3
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,1/31/07,28.6
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1/31/07,19.5
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,1/31/07,13.8
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1/31/07,7.8
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1/31/07,7
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1/31/07,6.8
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1/31/07,3.2
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1/31/07,3
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1/31/07,3
,F 0003,28,Azraq South ,511,31.82568,36.818333,1/31/07,3
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,1/31/07,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,2/28/07,162.5
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,2/28/07,150.8
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,2/28/07,120.6
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,2/28/07,114.7
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,2/28/07,114.1
,AL0004,30,Jarash,585,32.279346,35.892955,2/28/07,108.8
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,2/28/07,95.7
,AL0017,23,Sawileh,1050,32,35.54,2/28/07,94.7
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,2/28/07,94.4
,CC0001,24,Madaba,758,31.43,35.48,2/28/07,74.5
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,2/28/07,74.1
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,2/28/07,69.9
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,2/28/07,55.3
,AD0012,25,Ramtha,590,32.3,35.59,2/28/07,53.4
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,2/28/07,51.9
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,2/28/07,49.6
SYNP0029,,14,Queen AIA,722,31.43,35.59,2/28/07,48.4
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,2/28/07,28.5
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,2/28/07,28.5
,CD0034,19,Qatraneh,730,31.15,36.07,2/28/07,28.5
,AM0007,27,South Shuna,-211,31.904103,35.625541,2/28/07,27
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,2/28/07,25
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,2/28/07,22
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,2/28/07,16.1
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,2/28/07,14.3
,F 0003,28,Azraq South ,511,31.82568,36.818333,2/28/07,14.3
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,2/28/07,14.1
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,2/28/07,13
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,2/28/07,11.6
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,2/28/07,2
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,3/31/07,139.8
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,3/31/07,121.2
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,3/31/07,113.4
,AL0017,23,Sawileh,1050,32,35.54,3/31/07,104.7
,AL0004,30,Jarash,585,32.279346,35.892955,3/31/07,99.5
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,3/31/07,96.8
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,3/31/07,83.7
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,3/31/07,74.5
,CC0001,24,Madaba,758,31.43,35.48,3/31/07,60.8
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,3/31/07,56.3
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,3/31/07,55.9
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,3/31/07,55.3
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,3/31/07,50.4
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,3/31/07,42.1
SYNP0029,,14,Queen AIA,722,31.43,35.59,3/31/07,35.5
,AD0012,25,Ramtha,590,32.3,35.59,3/31/07,29.4
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,3/31/07,28.8
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,3/31/07,18.7
,CD0034,19,Qatraneh,730,31.15,36.07,3/31/07,18
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,3/31/07,14.3
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,3/31/07,12.1
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,3/31/07,10.2
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,3/31/07,8.2
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,3/31/07,5.5
,F 0003,28,Azraq South ,511,31.82568,36.818333,3/31/07,5.5
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,3/31/07,2.4
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,3/31/07,2.3
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,3/31/07,2
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,3/31/07,0.2
,AM0007,27,South Shuna,-211,31.904103,35.625541,3/31/07,0
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,4/30/07,45.1
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,4/30/07,31.2
,CC0001,24,Madaba,758,31.43,35.48,4/30/07,27
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,4/30/07,25.9
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,4/30/07,23.2
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,4/30/07,23.1
,AD0012,25,Ramtha,590,32.3,35.59,4/30/07,21.5
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,4/30/07,14.8
,AL0004,30,Jarash,585,32.279346,35.892955,4/30/07,13.5
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,4/30/07,12.6
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,4/30/07,12.4
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,4/30/07,10.8
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,4/30/07,10.7
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,4/30/07,10.6
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,4/30/07,5.5
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,4/30/07,5.2
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,4/30/07,4.3
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,4/30/07,4.2
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,4/30/07,3.9
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,4/30/07,3.3
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,4/30/07,2.2
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,4/30/07,2.2
,CD0034,19,Qatraneh,730,31.15,36.07,4/30/07,1.9
SYNP0029,,14,Queen AIA,722,31.43,35.59,4/30/07,1.7
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,4/30/07,1.3
,F 0003,28,Azraq South ,511,31.82568,36.818333,4/30/07,1.3
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,4/30/07,1
,AL0017,23,Sawileh,1050,32,35.54,4/30/07,1
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,4/30/07,0.3
,AM0007,27,South Shuna,-211,31.904103,35.625541,4/30/07,0
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,5/31/07,22.8
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,5/31/07,21.5
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,5/31/07,14.8
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,5/31/07,13.7
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,5/31/07,12
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,5/31/07,11
,AL0017,23,Sawileh,1050,32,35.54,5/31/07,10.4
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,5/31/07,9.5
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,5/31/07,9.3
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,5/31/07,7
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,5/31/07,6.8
,AL0004,30,Jarash,585,32.279346,35.892955,5/31/07,6.5
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,5/31/07,6.4
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,5/31/07,5.3
